loan_amnt,int_rate,EmploymentLength ,Loan_Purpose ,home_ownership,LoanTerm,total_rec_prncp,total_rec_int,total_pymnt
20000,9,1,3,2,1,951.16,335.23,1254
20000,17,10,3,2,1,911.7,424.28,1396
20000,12,10,2,2,1,951.16,335.23,1305
20000,8,10,10,2,1,1012.63,148.01,1243
20000,11,2,3,2,1,978.37,241.15,664
20000,14,4,3,2,1,11007.73,278.66,1288
20000,14,1,3,3,1,978.37,275.41,1344
20000,11,1,3,3,1,1012.62,201.85,1297
20000,6,1,2,3,1,996.49,236.27,1214
20000,6,1,6,3,1,876.92,505.24,1214
20000,24,10,3,3,1,956.67,323.01,775
20000,19,10,3,3,1,996.49,236.27,1433
20000,11,10,2,3,1,496.68,147,1286
20000,11,10,9,3,1,942.86,353.73,11286
20000,14,2,2,3,1,840.29,593.18,1336
20000,6,2,3,3,1,465.72,242.55,1161
20000,11,3,3,3,1,469.23,194.78,1286
20000,11,3,3,3,1,891.9,470.09,1221
20000,10,3,3,3,1,382.39,392.62,1280
20000,12,3,3,3,1,1012.63,148.01,708
20000,8,3,3,3,1,987.34,255.99,1233
20000,17,5,3,3,1,473.46,202.49,1396
20000,13,5,3,3,1,866.72,529.42,1326
20000,10,5,3,3,1,891.9,470.09,1280
20000,8,6,3,3,1,500.73,113.1,1233
20000,9,7,2,3,1,1004.39,219.37,1254
20000,8,7,3,3,1,996.49,236.27,1243
20000,6,11,3,3,1,899.32,452.82,1171
20000,19,6,2,2,1,494.85,371.24,1015
20000,15,1,3,1,1,440.66,508.16,20415
20000,26,1,3,1,1,238.53,302.87,1132
20000,24,1,4,1,1,479.64,365.19,1092
20000,18,1,2,1,1,20000,13.58,975
20000,19,1,2,1,1,454.18,472.81,1036
20000,17,1,1,1,1,408.18,596.57,945
20000,16,1,2,1,1,386.68,658.18,949
20000,14,1,2,1,1,543.55,257.5,916
20000,14,1,3,1,1,454.18,472.81,884
20000,15,1,3,1,1,431.53,532.47,927
20000,14,1,3,1,1,440.66,508.16,423
20000,16,1,3,1,1,509.07,337.2,931
20000,15,1,3,1,1,454.18,472.81,910
20000,10,1,1,1,1,494.85,371.24,833
20000,12,1,2,1,1,454.18,472.81,781
20000,12,1,2,1,1,494.85,371.24,866
20000,12,1,2,1,1,509.07,337.2,873
20000,13,1,2,1,1,431.53,532.47,895
20000,12,1,2,1,1,208.06,279.53,833
20000,10,1,3,1,2,543.55,257.5,839
20000,11,1,3,1,2,440.66,508.16,834
20000,12,1,3,1,2,501.25,355.8,853
20000,12,1,3,1,2,514.27,324.91,853
20000,11,1,3,1,2,20000,306.95,888
20000,12,1,3,1,2,543.55,257.5,853
20000,11,1,3,1,2,494.85,371.24,1134
20000,8,1,3,1,2,214.26,300.63,797
20000,8,1,3,1,2,543.55,257.5,801
20000,8,1,3,1,2,431.53,532.47,792
20000,22,1,3,1,2,460.95,455.45,631
20000,22,1,3,1,2,494.85,286.02,1063
20000,17,1,2,1,2,509.08,253.82,964
20000,14,1,2,1,2,514.27,324.91,984
20000,14,1,2,1,2,479.63,408.46,908
20000,14,1,3,1,2,509.07,337.2,916
20000,14,1,3,1,2,440.66,508.16,916
20000,14,1,3,1,2,440.66,508.16,900
20000,14,1,3,1,2,431.53,532.47,884
20000,15,1,3,1,2,479.64,301.58,910
20000,14,1,3,1,2,543.55,257.5,908
20000,15,1,3,1,2,494.85,371.24,910
20000,11,1,2,1,2,431.53,532.47,846
20000,13,1,3,1,2,553.6,430.73,541
20000,13,1,3,1,2,350.53,768.19,888
20000,11,1,3,1,2,371.16,704.33,840
20000,13,1,3,1,2,440.66,508.16,874
20000,12,1,3,1,2,246.22,275.33,860
20000,8,1,2,1,2,454.18,472.81,806
20000,8,1,3,1,2,543.55,257.5,756
20000,8,1,3,1,2,440.66,508.16,833
20000,21,10,2,1,2,494.85,371.24,20209
20000,15,10,3,1,2,543.55,257.5,20011
20000,13,10,9,1,2,419.22,565.93,20151
20000,26,10,2,1,2,472.29,426.75,1132
20000,25,10,3,1,2,460.95,455.45,1154
20000,25,10,3,1,2,440.66,508.16,1154
20000,25,10,4,1,2,472.29,426.75,1013
20000,27,10,4,1,2,440.66,508.16,1182
20000,27,10,7,1,2,397.25,627.53,1228
20000,21,10,2,1,2,238.53,230.76,1083
20000,22,10,3,1,2,514.27,324.91,1075
20000,18,10,3,1,2,460.95,455.45,985
20000,19,10,3,1,2,246.22,203.22,1005
20000,19,10,3,1,2,494.85,371.24,602
20000,18,10,3,1,2,494.85,371.24,975
20000,22,10,3,1,2,514.27,324.91,1063
20000,18,10,3,1,2,543.55,257.5,1005
20000,19,10,3,1,2,253.41,172.71,984
20000,18,10,3,1,2,472.29,426.75,965
20000,18,10,4,1,2,479.63,408.46,965
20000,22,10,4,1,2,534.95,277.03,1051
20000,22,10,6,1,2,408.18,596.57,1063
20000,14,10,2,1,2,371.16,704.33,899
20000,14,10,2,1,2,408.18,596.57,884
20000,17,10,2,1,2,501.25,355.8,955
20000,14,10,2,1,2,454.18,456.12,899
20000,14,10,2,1,2,501.25,355.8,900
20000,14,10,2,1,2,472.29,426.75,924
20000,15,10,3,1,2,183.87,347.67,927
20000,14,10,3,1,2,371.16,704.33,899
20000,15,10,3,1,2,514.27,324.91,910
20000,14,10,3,1,2,440.66,490.23,900
20000,16,10,3,1,2,371.16,679.5,452
20000,14,10,3,1,2,543.55,248.4,892
20000,14,10,3,1,2,408.18,575.53,892
20000,16,10,3,1,2,270.85,131.95,958
20000,17,10,3,1,2,246.21,163.89,973
20000,14,10,3,1,2,494.85,358.13,483
20000,17,10,3,1,2,514.27,313.44,955
20000,14,10,3,1,2,501.25,343.23,844
20000,16,10,3,1,2,20000,10.85,949
20000,17,10,3,1,2,408.18,575.53,964
20000,14,10,3,1,2,472.29,411.68,884
20000,15,10,3,1,2,331.58,800.32,919
20000,15,10,3,1,2,494.85,358.13,919
20000,17,10,3,1,2,543.55,248.4,926
20000,14,10,3,1,2,479.63,394.03,892
20000,15,10,3,1,2,322.5,829.63,919
20000,14,10,3,1,2,454.18,456.12,924
20000,14,10,3,1,2,460.95,439.38,786
20000,14,10,3,1,2,514.27,313.44,907
20000,14,10,3,1,2,472.29,411.68,907
20000,16,10,3,1,2,386.68,634.97,958
20000,14,10,4,1,2,431.53,513.68,891
20000,17,10,6,1,2,479.63,394.03,1002
20000,16,10,9,1,2,468.53,605.12,949
20000,11,10,2,1,2,501.25,343.23,846
20000,12,10,2,1,2,460.95,439.38,866
20000,12,10,2,1,2,340.94,770.71,866
20000,10,10,2,1,2,509.07,325.29,839
20000,12,10,2,1,2,543.55,181.08,860
20000,10,10,2,1,2,534.96,247.66,474
20000,11,10,2,1,2,543.55,248.4,1063
20000,11,10,3,1,2,514.27,313.44,857
20000,11,10,3,1,2,202.49,399.85,763
20000,13,10,3,1,2,460.95,439.38,888
20000,12,10,3,1,2,460.96,358.99,522
20000,12,10,3,1,2,322.5,829.63,866
20000,13,10,3,1,2,494.85,358.13,469
20000,10,10,3,1,2,472.29,411.68,828
20000,13,10,3,1,2,20000,151.43,874
20000,10,10,3,1,2,472.29,411.68,828
20000,12,10,3,1,2,440.66,490.23,853
20000,12,10,3,1,2,543.55,212,853
20000,11,10,3,1,2,431.53,513.68,840
20000,12,10,3,1,2,440.66,490.23,860
20000,11,10,3,1,2,543.55,216.55,840
20000,12,10,3,1,2,514.27,319.17,860
20000,12,10,3,1,2,397.25,605.4,860
20000,12,10,3,1,2,386.68,634.97,860
20000,13,10,3,1,2,543.55,248.4,816
20000,11,10,3,1,2,472.29,419.22,852
20000,11,10,3,1,2,440.66,499.19,852
20000,12,10,3,1,2,543.55,248.4,966
20000,13,10,3,1,2,472.29,419.22,888
20000,10,10,3,1,2,494.85,358.13,839
20000,13,10,3,1,2,543.55,248.4,888
20000,11,10,3,1,2,238.53,180.27,846
20000,11,10,3,1,2,543.55,248.4,876
20000,11,10,3,1,2,460.95,447.41,834
20000,12,10,3,1,2,431.53,523.07,860
20000,12,10,3,1,2,454.18,456.12,866
20000,12,10,3,1,2,440.66,499.19,860
20000,10,10,4,1,2,322.5,829.63,839
20000,11,10,4,1,2,191.68,371.38,408
20000,11,10,4,1,2,419.22,555.95,852
20000,10,10,5,1,2,509.07,331.25,833
20000,10,10,9,1,2,20000,33.62,845
20000,8,10,2,1,2,494.85,364.69,801
20000,8,10,2,1,2,322.5,844.78,792
20000,9,10,2,1,2,440.66,499.19,812
20000,8,10,2,1,2,440.66,391.59,801
20000,8,10,2,1,2,509.07,331.25,792
20000,8,10,3,1,2,494.85,364.69,801
20000,8,10,3,1,2,371.16,691.91,801
20000,8,10,3,1,2,514.27,319.17,403
20000,9,10,3,1,2,419.22,555.95,783
20000,8,10,3,1,2,440.66,499.19,792
20000,9,10,3,1,2,159.44,515.1,807
20000,8,10,3,1,2,494.85,364.69,801
20000,27,2,3,1,2,509.07,331.25,1198
20000,19,2,3,1,2,419.22,555.95,1005
20000,17,2,2,1,2,371.16,691.91,13973
20000,14,2,2,1,2,440.66,499.19,916
20000,16,2,2,1,2,454.18,464.46,816
20000,14,2,3,1,2,218.86,233.13,884
20000,16,2,3,1,2,494.85,364.69,949
20000,15,2,3,1,2,460.95,447.41,927
20000,14,2,3,1,2,494.85,364.69,884
20000,15,2,3,1,2,534.95,272.13,935
20000,14,2,9,1,2,460.95,447.41,924
20000,13,2,2,1,2,460.95,447.41,895
20000,10,2,2,1,2,371.16,691.91,845
20000,12,2,2,1,2,322.5,844.78,873
20000,10,2,3,1,2,472.29,419.22,822
20000,12,2,3,1,2,494.85,364.69,866
20000,12,2,3,1,2,234.82,188.33,860
20000,26,3,9,1,2,534.95,272.13,1190
20000,18,3,3,1,2,460.95,447.41,985
20000,19,3,3,1,2,419.22,555.95,984
20000,22,3,6,1,2,408.18,586.05,1088
20000,14,3,2,1,2,431.53,523.07,924
20000,16,3,3,1,2,253.4,154.85,949
20000,16,3,3,1,2,454.18,464.46,940
20000,15,3,3,1,2,431.53,523.07,910
20000,16,3,3,1,2,397.25,616.46,958
20000,17,3,9,1,2,543.55,252.95,945
20000,10,3,2,1,2,472.29,419.22,833
20000,11,3,3,1,2,472.29,419.22,857
20000,10,3,3,1,2,440.66,517.13,839
20000,12,3,3,1,2,454.18,464.46,866
20000,10,3,6,1,2,479.63,401.25,839
20000,8,3,2,1,2,454.18,481.15,801
20000,8,3,3,1,2,440.66,517.13,792
20000,26,4,2,1,2,418.26,716.91,20307
20000,14,4,2,1,2,514.28,342.12,884
20000,15,4,3,1,2,386.68,646.58,927
20000,16,4,3,1,2,371.16,716.75,949
20000,16,4,3,1,2,408.18,649.19,949
20000,14,4,3,1,2,543.55,207.45,924
20000,12,4,2,1,2,479.63,336.35,866
20000,10,4,3,1,2,431.53,541.86,1378
20000,12,4,3,1,2,534.95,277.03,873
20000,12,4,3,1,2,454.18,481.15,846
20000,8,4,2,1,2,234.83,248.6,801
20000,8,4,3,1,2,509.07,331.25,801
20000,8,4,3,1,2,440.66,517.13,725
20000,27,5,9,1,2,218.86,251.07,1182
20000,22,5,2,1,2,472.29,434.28,1075
20000,19,5,3,1,2,419.22,575.91,1057
20000,14,5,3,1,2,431.53,523.07,820
20000,16,5,3,1,2,431.53,541.86,949
20000,12,5,3,1,2,214.26,403.96,860
20000,10,5,4,1,2,431.53,588.33,833
20000,26,6,3,1,2,509.07,343.16,20034
20000,18,6,2,1,2,508.92,343.31,965
20000,19,6,3,1,2,322.5,905.14,1005
20000,21,6,3,1,2,494.85,377.8,1022
20000,17,6,3,1,2,460.95,463.49,964
20000,15,6,3,1,2,202.49,294.63,910
20000,14,6,3,1,2,509.07,343.16,924
20000,17,6,4,1,2,460.96,383.1,1020
20000,11,6,2,1,2,419.22,575.91,751
20000,11,6,3,1,2,514.27,330.65,846
20000,13,6,3,1,2,514.28,307.69,874
20000,12,6,3,1,2,419.22,575.91,864
20000,8,6,3,1,2,13468.17,505.22,792
20000,8,6,3,1,2,534.95,281.92,792
20000,16,7,2,1,2,440.66,517.13,949
20000,17,7,3,1,2,460.95,463.49,945
20000,14,7,3,1,2,340.94,812.94,892
20000,11,7,2,1,2,479.63,415.67,840
20000,11,7,3,1,2,340.94,672.17,844
20000,12,7,3,1,2,431.53,541.86,866
20000,8,7,3,1,2,494.85,377.8,801
20000,8,7,3,1,2,322.5,859.93,760
20000,8,7,3,1,2,494.85,371.24,792
20000,27,8,3,1,2,371.16,716.75,1167
20000,20,8,3,1,2,479.63,415.67,1025
20000,20,8,3,1,2,460.95,455.45,1014
20000,21,8,3,1,2,596.23,369.86,1033
20000,16,8,2,1,2,514.27,330.65,949
20000,14,8,3,1,2,440.66,508.16,899
20000,14,8,3,1,2,494.85,371.24,908
20000,12,8,2,1,2,514.27,324.91,853
20000,13,8,3,1,2,440.66,508.16,881
20000,17,9,2,1,2,543.55,257.5,955
20000,14,9,3,1,2,479.63,408.46,916
20000,11,9,2,1,2,472.29,358.95,844
20000,10,9,3,1,2,386.68,658.18,856
20000,10,9,3,1,2,479.64,437.3,833
20000,27,11,2,1,2,378.51,704.24,1198
20000,27,11,3,1,2,514.27,279.59,1167
20000,21,11,3,1,2,431.53,570.05,563
20000,20,11,3,1,2,514.28,365.08,518
20000,14,11,2,1,2,460.95,455.45,924
20000,14,11,3,1,2,834.57,403.52,908
20000,14,11,3,1,2,543.55,257.5,916
20000,12,11,2,1,3,196.99,320.94,866
20000,10,11,2,1,3,543.55,257.5,828
20000,11,11,2,1,3,440.66,508.16,852
20000,13,11,2,1,3,431.53,532.47,917
20000,11,11,3,1,3,454.18,472.81,857
20000,10,11,3,1,3,440.66,508.16,845
20000,10,11,3,1,3,1005.55,221.1,833
20000,13,11,3,1,3,479.63,408.46,881
20000,11,11,6,1,3,322.5,859.93,834
20000,12,11,6,1,3,494.85,371.24,860
20000,22,1,3,2,3,440.66,508.16,1063
20000,16,1,3,2,3,514.27,324.91,931
20000,12,1,2,2,3,479.63,408.46,860
20000,12,1,3,2,3,460.95,455.45,866
20000,12,1,3,2,3,494.85,371.24,860
20000,25,1,2,2,3,514.27,324.91,1112
20000,20,1,2,2,3,371.16,704.33,1014
20000,18,10,2,2,3,371.16,704.33,20260
20000,12,10,2,2,3,440.66,499.19,20319
20000,27,10,3,2,3,202.49,284.1,1182
20000,25,10,3,2,3,454.18,472.81,1126
20000,21,10,2,2,3,460.95,455.45,1022
20000,22,10,3,2,3,543.55,212.62,1088
20000,21,10,3,2,3,494.85,371.24,1022
20000,21,10,4,2,3,514.27,330.65,1056
20000,16,10,2,2,3,479.63,408.46,940
20000,14,10,2,2,3,494.85,371.24,446
20000,14,10,3,2,3,514.27,324.91,892
20000,15,10,3,2,3,322.5,859.93,1035
20000,17,10,4,2,3,494.85,371.24,945
20000,13,10,4,2,3,238.53,252.39,781
20000,12,10,7,2,3,479.63,408.46,853
20000,27,2,10,2,3,460.95,455.45,1198
20000,19,2,3,2,3,509.07,337.2,487
20000,11,2,2,2,3,371.16,704.33,794
20000,10,2,3,2,3,431.53,532.47,833
20000,20,3,2,2,3,460.95,455.45,1014
20000,22,3,3,2,3,454.18,472.81,1075
20000,22,3,4,2,3,440.66,508.16,1051
20000,11,3,3,2,3,472.29,426.75,426
20000,12,4,3,2,3,419.22,565.93,866
20000,27,5,3,2,3,543.55,257.5,1288
20000,17,5,3,2,3,371.16,704.33,515
20000,14,5,3,2,3,350.53,741.12,899
20000,19,6,2,2,3,494.85,371.24,1015
20000,13,6,2,2,3,331.58,800.32,888
20000,12,6,3,2,3,509.07,366.98,853
20000,8,6,3,2,3,431.53,513.68,792
20000,13,7,2,2,3,322.5,965.98,874
20000,17,8,3,2,3,431.53,513.68,973
20000,21,9,3,2,3,494.85,358.13,1033
20000,19,9,4,2,3,472.3,419.12,1015
20000,13,9,3,2,3,494.85,358.13,419
20000,15,11,3,2,3,331.58,800.32,0
20000,27,11,3,2,3,472.29,411.68,675
20000,22,11,2,2,3,419.22,585.9,1075
20000,18,11,3,2,3,454.18,456.12,995
20000,16,11,2,2,3,331.58,858.79,949
20000,14,11,3,2,3,431.53,513.68,892
20000,14,11,3,2,3,543.55,248.4,907
20000,14,11,4,2,3,472.29,411.68,892
20000,24,1,3,3,3,479.63,394.03,1119
20000,27,1,3,3,3,1066.48,311.23,1152
20000,27,1,3,3,3,472.29,411.68,1152
20000,21,1,3,3,3,509.07,325.29,1022
20000,18,1,3,3,3,408.18,575.53,995
20000,18,1,4,3,3,479.63,408.46,965
20000,16,1,3,3,3,509.07,378.89,940
20000,14,1,3,3,3,494.85,371.24,908
20000,14,1,3,3,3,418.28,546.9,908
20000,13,1,2,3,3,479.63,394.03,874
20000,13,1,2,3,3,440.66,490.23,491
20000,13,1,3,3,3,454.18,456.12,845
20000,12,1,3,3,3,509.07,325.29,866
20000,13,1,3,3,3,494.85,358.13,888
20000,9,1,3,3,3,494.85,358.13,817
20000,21,1,2,3,3,183.88,447,1045
20000,19,1,3,3,3,419.22,545.96,984
20000,22,1,3,3,3,20000,414.87,1083
20000,19,1,3,3,3,472.29,411.68,901
20000,17,1,2,3,3,472.29,411.68,945
20000,16,1,2,3,3,249.46,238.76,940
20000,16,1,3,3,3,431.53,513.68,940
20000,16,1,3,3,3,408.18,575.53,958
20000,14,1,3,3,3,371.16,679.5,916
20000,17,1,3,3,3,19808.4,361.54,945
20000,16,1,3,3,3,234.82,188.33,940
20000,17,1,3,3,3,460.95,439.38,973
20000,10,1,2,3,3,360.32,711.52,839
20000,12,1,3,3,3,431.53,513.68,866
20000,11,1,3,3,3,386.68,634.97,488
20000,20,10,3,3,3,479.63,394.03,20036
20000,27,10,2,3,3,440.66,490.23,1167
20000,20,10,2,3,3,454.18,456.12,1003
20000,19,10,2,3,3,543.55,248.4,497
20000,21,10,3,3,3,340.94,784.79,1045
20000,22,10,3,3,3,472.29,419.22,1075
20000,19,10,3,3,3,440.66,499.19,984
20000,18,10,3,3,3,543.55,248.4,975
20000,19,10,3,3,3,431.53,523.07,994
20000,18,10,3,3,3,20000,319.28,975
20000,19,10,3,3,3,494.85,364.69,2013
20000,18,10,4,3,3,460.95,447.41,975
20000,15,10,2,3,3,454.18,464.46,927
20000,16,10,3,3,3,494.85,364.69,949
20000,16,10,3,3,3,479.63,394.03,931
20000,17,10,3,3,3,454.18,464.46,955
20000,15,10,3,3,3,494.86,293.54,919
20000,16,10,3,3,3,431.54,494.88,958
20000,17,10,3,3,3,454.18,464.46,618
20000,14,10,3,3,3,397.25,616.46,831
20000,14,10,3,3,3,809.16,325.2,916
20000,16,10,3,3,3,460.96,503.68,931
20000,14,10,3,3,3,543.55,289.35,884
20000,17,10,3,3,3,440.67,375.03,945
20000,17,10,3,3,3,494.85,371.17,945
20000,16,10,3,3,3,494.85,364.69,958
20000,16,10,9,3,3,499.11,364.67,851
20000,12,10,2,3,3,460.95,447.41,866
20000,12,10,2,3,3,419.22,545.96,410
20000,12,10,3,3,3,472.29,419.22,873
20000,10,10,3,3,3,431.54,570.04,794
20000,12,10,3,3,3,514.27,319.17,866
20000,13,10,3,3,3,340.34,785.39,895
20000,9,10,2,3,3,514.27,319.17,812
20000,8,10,2,3,3,408.18,586.05,751
20000,8,10,3,3,3,20000,208.9,801
20000,9,10,3,3,3,479.63,401.25,807
20000,8,10,3,3,3,514.27,319.17,756
20000,8,10,3,3,3,454.18,464.46,792
20000,8,10,3,3,3,419.22,555.95,797
20000,27,2,10,3,3,460.95,463.49,1152
20000,18,2,3,3,3,494.85,364.69,488
20000,16,2,2,3,3,397.25,616.46,940
20000,17,2,2,3,3,371.16,691.91,955
20000,14,2,3,3,3,514.27,319.17,907
20000,16,2,3,3,3,437.91,645.35,949
20000,16,2,9,3,3,472.29,419.22,958
20000,10,2,3,3,3,234.82,286.27,839
20000,13,2,3,3,3,440.66,499.19,874
20000,12,2,3,3,3,419.22,555.95,788
20000,10,2,4,3,3,509.07,241.92,845
20000,18,3,3,3,3,431.53,513.68,995
20000,22,3,3,3,3,440.66,499.19,1075
20000,14,3,3,3,3,397.25,616.46,908
20000,17,3,3,3,3,472.29,419.22,964
20000,16,3,3,3,3,472.3,313.75,940
20000,14,3,3,3,3,454.18,464.46,965
20000,16,3,9,3,3,494.85,364.69,470
20000,17,3,9,3,3,494.85,364.69,955
20000,13,3,3,3,3,440.66,499.19,1238
20000,8,3,3,3,3,440.66,499.19,806
20000,18,4,3,3,3,408.19,628.14,20014
20000,20,4,3,3,3,386.68,634.97,1014
20000,20,4,3,3,3,494.85,338.47,1014
20000,17,4,3,3,3,386.68,646.58,964
20000,16,4,3,3,3,479.63,415.67,949
20000,15,4,3,3,3,514.27,319.17,935
20000,16,4,3,3,3,460.95,463.49,940
20000,14,4,3,3,3,494.85,364.69,892
20000,15,4,3,3,3,256.04,218.07,919
20000,15,4,3,3,3,543.24,253.26,935
20000,16,4,10,3,3,472.29,434.28,958
20000,12,4,2,3,3,1358.19,654.7,449
20000,13,4,3,3,3,454.18,481.15,888
20000,26,5,3,3,3,440.66,517.13,1132
20000,19,5,2,3,3,509.07,343.16,994
20000,21,5,3,3,3,454.18,481.15,1022
20000,18,5,3,3,3,479.63,401.25,975
20000,15,5,2,3,3,397.25,616.46,935
20000,15,5,3,3,3,431.53,523.07,927
20000,15,5,3,3,3,543.55,271.15,927
20000,14,5,3,3,3,419.22,545.96,884
20000,13,5,3,3,3,494.85,377.8,888
20000,13,5,3,3,3,408.19,492.52,881
20000,17,6,2,3,3,472.29,434.28,964
20000,14,6,2,3,3,0,0,916
20000,15,6,3,3,3,340.94,812.94,927
20000,17,6,3,3,3,322.5,844.78,964
20000,15,6,3,3,3,20000,259.56,919
20000,15,6,3,3,3,472.29,434.28,919
20000,16,6,3,3,3,386.68,634.97,940
20000,16,6,3,3,3,386.68,669.79,958
20000,12,6,2,3,3,701.69,361.64,866
20000,8,6,2,3,3,386.68,669.79,1227
20000,20,7,3,3,3,440.66,517.13,1074
20000,16,7,2,3,3,460.95,463.49,931
20000,16,7,2,3,3,440.66,517.13,832
20000,17,7,2,3,3,440.66,517.13,973
20000,14,7,4,3,3,408.18,607.1,892
20000,9,7,2,3,3,440.66,517.13,817
20000,8,7,3,3,3,408.18,607.1,815
20000,14,8,2,3,3,454.18,581.29,900
20000,16,8,3,3,3,514.27,330.65,940
20000,21,9,3,3,3,322.5,875.08,1056
20000,12,9,3,3,3,534.95,281.92,866
20000,25,11,3,3,3,494.85,377.8,1126
20000,23,11,4,3,3,322.5,875.08,1072
20000,22,11,3,3,3,460.95,463.49,532
20000,22,11,3,3,3,408.18,607.1,1135
20000,22,11,3,3,3,440.67,410.7,1075
20000,16,11,2,3,3,543.55,262.05,949
20000,15,11,2,3,3,20000,35.86,919
20000,17,11,3,3,3,509.07,343.16,1002
20000,14,11,3,3,3,322.5,875.08,521
20000,13,11,2,3,3,431.53,541.86,20170
20000,10,11,3,3,3,501.26,292.96,879
20000,10,11,3,3,3,494.85,351.58,839
20000,11,11,3,3,3,543.55,262.05,852
20000,8,11,3,3,3,460.95,463.49,801
20075,20,8,3,2,1,830.85,626.33,1457
20100,13,1,3,3,3,482.04,417.75,900
20125,15,3,3,3,3,457.03,458.97,916
20250,19,6,3,1,2,413.27,614.68,1028
20300,10,2,9,1,2,521.98,329.79,852
20325,22,10,3,1,2,377.19,728.39,1106
20375,15,5,3,1,2,462.7,473.18,936
20400,14,1,3,1,1,524.55,331.41,943
20400,21,10,3,1,2,449.46,500.03,1054
20400,10,10,3,1,2,470.56,473.04,856
20400,16,5,4,1,2,394.4,659.51,949
20400,14,1,3,2,3,394.4,659.51,944
20400,21,3,9,3,3,470.16,472.76,1054
20425,19,2,2,2,3,416.85,620,1037
20500,6,10,3,1,1,974.94,264.26,1245
20500,11,2,3,3,1,974.93,343.62,1319
20500,11,3,2,3,1,1037.95,206.89,1239
20500,8,3,3,3,1,1012.02,262.39,1274
20500,14,1,2,1,1,277.63,195.88,488
20500,17,1,2,1,1,521.79,333.43,560
20500,10,1,3,1,2,527.14,321.27,848
20500,11,10,3,1,2,429.7,559.62,874
20500,12,10,3,1,2,521.79,351.74,894
20500,16,11,3,1,2,451.67,520.86,973
20500,18,1,3,3,3,319.61,240.73,989
20500,11,10,6,3,3,465.53,493.18,855
20500,8,10,2,3,3,0,0,474
20500,15,3,3,3,3,507.21,387.25,959
20700,13,6,3,1,2,496.42,422.75,919
20700,13,6,3,3,3,496.42,422.75,919
20800,8,1,10,1,2,498.83,417.29,833
20800,13,1,3,1,2,565.3,267.8,916
20925,26,10,3,1,2,346.92,837.34,1184
20925,14,11,3,1,2,494.13,454.37,949
20975,8,2,3,1,1,0,0,0
21000,7,10,3,1,1,907.72,558.23,1285
21000,17,1,5,2,1,511.76,138.76,1466
21000,9,1,3,2,1,1054.62,230.34,651
21000,18,1,3,3,1,525.77,118.76,1486
21000,7,9,3,3,1,895.49,590.84,645
21000,20,1,9,1,1,476.89,496.45,1064
21000,8,1,10,1,2,476.89,496.45,832
21000,12,1,3,1,2,389.73,739.54,813
21000,9,1,3,1,2,476.89,496.45,853
21000,25,10,3,1,2,561.7,290.88,1182
21000,21,10,3,1,2,503.61,428.87,1109
21000,14,10,2,1,2,503.61,428.87,944
21000,17,10,3,1,2,453.1,559.09,992
21000,16,10,3,1,2,539.98,341.16,996
21000,17,10,9,1,2,483.99,478.23,992
21000,10,10,1,1,2,10611.78,320.7,881
21000,13,10,2,1,2,519.58,389.81,925
21000,13,10,3,1,2,389.73,739.54,932
21000,13,10,3,1,2,236.96,368,932
21000,12,10,3,1,2,519.59,315.02,909
21000,13,10,3,1,2,539.98,329.11,917
21000,10,10,3,1,2,534.52,354.06,444
21000,11,10,3,1,2,539.98,329.11,895
21000,13,10,6,1,2,453.1,539.36,10932
21000,8,10,3,1,2,495.91,432.26,846
21000,14,2,2,1,2,503.61,406.16,553
21000,14,2,3,1,2,570.73,260.82,962
21000,14,2,3,1,2,503.61,413.73,984
21000,10,2,3,1,2,440.16,573.27,869
21000,8,2,3,1,2,519.58,376.04,841
21000,8,2,4,1,2,268.84,174.75,841
21000,22,3,3,1,2,483.99,469.79,1129
21000,14,3,2,1,2,519.58,376.04,971
21000,10,3,2,1,2,246.56,245.21,869
21000,12,3,3,1,2,483.99,469.79,835
21000,11,3,3,1,2,526.32,366.99,893
21000,15,4,2,1,2,358,824.03,982
21000,15,4,3,1,2,440.16,583.75,973
21000,14,4,3,1,2,453.1,549.22,954
21000,17,6,3,1,2,240.55,312.31,1012
21000,10,8,3,1,2,503.61,421.3,869
21000,12,9,3,1,2,519.58,293.44,896
21000,14,11,3,1,2,440.16,604.72,954
21000,14,11,3,1,2,476.89,505.21,492
21000,17,1,3,2,3,570.73,275.15,1002
21000,13,1,4,2,3,539.98,347.19,910
21000,14,10,3,2,3,338.63,918.83,928
21000,12,2,3,2,3,570.73,270.38,896
21000,17,3,3,2,3,453.1,559.09,1012
21000,15,5,3,2,3,462.69,533.57,973
21000,18,1,3,3,3,440.63,702.66,1024
21000,18,1,3,3,3,406.01,691.09,1045
21000,21,1,3,3,3,440.16,573.27,1143
21000,13,1,9,3,3,495.91,448.08,1263
21000,13,1,9,3,3,570.73,270.38,940
21000,8,1,3,3,3,539.98,329.11,836
21000,18,1,3,3,3,495.91,487.63,1013
21000,22,1,6,3,3,453.1,539.36,1129
21000,27,10,3,3,3,850.76,412.58,1257
21000,18,10,3,3,3,21000,232.54,1013
21000,15,10,3,3,3,417.11,647.29,973
21000,15,10,3,3,3,236.96,332.94,605
21000,17,10,3,3,3,570.73,265.6,1042
21000,13,10,3,3,3,570.73,275.15,925
21000,10,2,2,3,3,503.61,421.3,887
21000,11,3,3,3,3,406.01,703.28,889
21000,8,4,3,3,3,453.1,588.68,21233
21000,21,5,2,3,3,483.99,486.67,1097
