date,Profit
4/7/2014,8
4/7/2014,3
4/7/2014,105
4/7/2014,146
4/7/2014,59
4/8/2014,25
4/9/2014,8
4/9/2014,6
4/10/2014,55
4/10/2014,8
4/10/2014,4
4/10/2014,15
4/11/2014,4
4/12/2014,-59
4/12/2014,-42
4/13/2014,-80
4/13/2014,25
4/13/2014,27
4/14/2014,33
4/14/2014,0
4/14/2014,-225
4/14/2014,-6
4/14/2014,60
4/15/2014,3
4/15/2014,139
4/15/2014,24
4/16/2014,3
4/16/2014,1
4/16/2014,108
4/16/2014,1
4/17/2014,80
4/17/2014,4
4/17/2014,40
4/17/2014,7
4/17/2014,36
4/18/2014,8
4/19/2014,4
4/19/2014,20
4/19/2014,89
4/19/2014,-106
4/19/2014,11
4/20/2014,20
4/21/2014,-49
4/21/2014,93
4/21/2014,18
4/21/2014,51
4/21/2014,-43
4/23/2014,112
4/24/2014,125
4/24/2014,0
4/24/2014,29
4/25/2014,27
4/25/2014,-10
4/25/2014,0
4/25/2014,15
4/26/2014,2
4/26/2014,11
4/26/2014,0
4/26/2014,-66
4/26/2014,-29
4/28/2014,16
4/28/2014,118
4/29/2014,36
4/30/2014,3
4/30/2014,-40
4/30/2014,29
4/30/2014,22
4/30/2014,4
5/1/2014,28
5/1/2014,37
5/1/2014,-13
5/2/2014,25
5/2/2014,41
5/2/2014,108
5/2/2014,9
5/2/2014,24
5/2/2014,-31
5/2/2014,41
5/2/2014,12
5/3/2014,40
5/3/2014,1
5/3/2014,79
5/3/2014,95
5/5/2014,23
5/6/2014,95
5/7/2014,105
5/7/2014,12
5/7/2014,27
5/8/2014,6
5/8/2014,0
5/8/2014,60
5/8/2014,-43
5/8/2014,145
5/8/2014,9
5/9/2014,5
5/9/2014,9
5/9/2014,254
5/9/2014,3
5/9/2014,0
5/9/2014,16
5/9/2014,-29
5/10/2014,30
5/10/2014,-790
5/10/2014,22
5/10/2014,25
5/12/2014,3
5/12/2014,-32
5/13/2014,2
5/14/2014,-419
5/15/2014,-285
5/15/2014,-3
5/16/2014,25
5/16/2014,58
5/19/2014,1
5/19/2014,2
5/20/2014,99
5/20/2014,95
5/21/2014,13
5/21/2014,122
5/21/2014,98
5/22/2014,44
5/22/2014,31
5/23/2014,119
5/23/2014,0
5/24/2014,1
5/24/2014,132
5/24/2014,21
5/26/2014,-2
5/26/2014,0
5/26/2014,71
5/27/2014,28
5/27/2014,30
5/28/2014,30
5/28/2014,-130
5/29/2014,0
5/29/2014,22
5/29/2014,3
5/29/2014,28
5/29/2014,-57
5/30/2014,6
5/30/2014,24
5/30/2014,380
5/31/2014,19
6/2/2014,299
6/2/2014,1
6/2/2014,12
6/3/2014,98
6/3/2014,5
6/3/2014,23
6/3/2014,0
6/3/2014,9
6/3/2014,-8
6/3/2014,25
6/4/2014,-72
6/4/2014,41
6/4/2014,6
6/4/2014,87
6/4/2014,405
6/4/2014,0
6/4/2014,533
6/5/2014,10
6/5/2014,1
6/5/2014,354
6/5/2014,65
6/5/2014,116
6/6/2014,387
6/7/2014,9
6/8/2014,12
6/9/2014,29
6/9/2014,74
6/9/2014,25
6/9/2014,0
6/9/2014,9
6/9/2014,0
6/9/2014,8
6/9/2014,-6
6/9/2014,-1
6/10/2014,47
6/10/2014,181
6/10/2014,5
6/10/2014,9
6/10/2014,-8
6/10/2014,-49
6/11/2014,-29
6/11/2014,250
6/11/2014,250
6/11/2014,28
6/11/2014,125
6/11/2014,143
6/11/2014,12
6/11/2014,5
6/11/2014,14
6/11/2014,27
6/12/2014,21
6/12/2014,9
6/12/2014,36
6/12/2014,34
6/13/2014,0
6/13/2014,12
6/13/2014,-8
6/13/2014,-183
6/14/2014,12
6/14/2014,102
6/15/2014,56
6/16/2014,6
6/16/2014,614
6/16/2014,0
6/16/2014,9
6/16/2014,14
6/16/2014,-265
6/17/2014,26
6/17/2014,4
6/17/2014,133
6/17/2014,118
6/18/2014,79
6/18/2014,18
6/18/2014,-58
6/18/2014,759
6/18/2014,70
6/18/2014,-20
6/18/2014,121
6/18/2014,19
6/19/2014,25
6/19/2014,-5
6/19/2014,12
6/20/2014,0
6/20/2014,-56
6/20/2014,-7
6/21/2014,101
6/21/2014,67
6/22/2014,99
6/23/2014,115
6/23/2014,2
6/23/2014,6
6/23/2014,13
6/23/2014,112
6/23/2014,3
6/24/2014,13
6/24/2014,190
6/24/2014,-22
6/24/2014,34
6/24/2014,33
6/24/2014,1130
6/24/2014,18
6/24/2014,37
6/24/2014,40
6/25/2014,261
6/25/2014,84
6/25/2014,132
6/25/2014,-44
6/25/2014,-9
6/25/2014,0
6/26/2014,-71
6/26/2014,36
6/26/2014,-1346
6/26/2014,4
6/26/2014,64
6/26/2014,69
6/26/2014,2
6/26/2014,48
6/26/2014,30
6/26/2014,0
6/27/2014,-33
6/27/2014,179
6/27/2014,29
6/27/2014,20
6/27/2014,6
6/27/2014,26
6/27/2014,-9
6/30/2014,60
6/30/2014,48
6/30/2014,110
6/30/2014,162
6/30/2014,364
7/1/2014,81
7/1/2014,34
7/1/2014,65
7/1/2014,14
7/2/2014,2
7/3/2014,26
7/3/2014,128
7/4/2014,26
7/4/2014,18
7/4/2014,16
7/5/2014,22
7/5/2014,103
7/5/2014,24
7/7/2014,21
7/7/2014,114
7/7/2014,-22
7/7/2014,127
7/7/2014,13
7/8/2014,34
7/9/2014,-260
7/10/2014,-9
7/10/2014,-12
7/10/2014,116
7/10/2014,69
7/11/2014,24
7/11/2014,9
7/13/2014,13
7/14/2014,55
7/14/2014,22
7/14/2014,54
7/14/2014,360
7/15/2014,-34
7/16/2014,52
7/16/2014,6
7/16/2014,2
7/16/2014,216
7/16/2014,-6
7/16/2014,6
7/16/2014,71
7/17/2014,-4
7/18/2014,23
7/18/2014,26
7/19/2014,19
7/21/2014,206
7/22/2014,87
7/22/2014,-113
7/22/2014,18
7/24/2014,-1
7/24/2014,414
7/24/2014,-3
7/26/2014,42
7/26/2014,327
7/27/2014,17
7/28/2014,-51
7/28/2014,297
7/28/2014,14
7/28/2014,1164
7/28/2014,18
7/29/2014,-20
7/30/2014,58
7/30/2014,74
7/30/2014,-3
7/30/2014,6
7/30/2014,0
7/30/2014,125
7/30/2014,10
7/31/2014,3
7/31/2014,-66
7/31/2014,1
7/31/2014,363
7/31/2014,-4
7/31/2014,168
7/31/2014,1445
8/1/2014,13
8/1/2014,17
8/1/2014,2
8/2/2014,147
8/2/2014,0
8/2/2014,8
8/2/2014,-3
8/2/2014,-15
8/2/2014,-6
8/2/2014,-114
8/2/2014,26
8/2/2014,497
8/2/2014,68
8/3/2014,-18
8/3/2014,-2
8/4/2014,-44
8/4/2014,-172
8/4/2014,16
8/4/2014,21
8/4/2014,62
8/4/2014,14
8/4/2014,27
8/4/2014,47
8/4/2014,-10
8/4/2014,-36
8/5/2014,-254
8/5/2014,-53
8/5/2014,15
8/6/2014,7
8/6/2014,203
8/6/2014,104
8/6/2014,23
8/6/2014,-35
8/6/2014,-29
8/6/2014,-11
8/6/2014,-3
8/6/2014,4
8/6/2014,33
8/7/2014,9
8/7/2014,619
8/7/2014,-40
8/7/2014,24
8/7/2014,0
8/7/2014,39
8/7/2014,16
8/7/2014,-109
8/7/2014,14
8/7/2014,5
8/8/2014,10
8/8/2014,4
8/8/2014,-1
8/8/2014,64
8/8/2014,-97
8/8/2014,3
8/8/2014,39
8/8/2014,19
8/9/2014,7
8/9/2014,4
8/9/2014,28
8/11/2014,5
8/11/2014,0
8/11/2014,38
8/11/2014,16
8/11/2014,-89
8/11/2014,-127
8/11/2014,72
8/11/2014,-237
8/12/2014,-14
8/12/2014,-39
8/12/2014,-36
8/12/2014,-87
8/12/2014,10
8/12/2014,11
8/12/2014,4
8/12/2014,966
8/13/2014,79
8/13/2014,5
8/13/2014,5
8/13/2014,3
8/13/2014,17
8/13/2014,95
8/13/2014,31
8/14/2014,4
8/14/2014,7
8/14/2014,12
8/14/2014,55
8/14/2014,13
8/14/2014,14
8/14/2014,-38
8/14/2014,-63
8/15/2014,-656
8/15/2014,-9
8/15/2014,-15
8/15/2014,-25
8/15/2014,-31
8/16/2014,-1
8/16/2014,8
8/16/2014,228
8/16/2014,256
8/16/2014,10
8/18/2014,56
8/18/2014,0
8/18/2014,41
8/18/2014,-981
8/18/2014,19
8/18/2014,-68
8/18/2014,36
8/18/2014,23
8/18/2014,51
8/19/2014,2
8/19/2014,32
8/19/2014,-10
8/19/2014,28
8/19/2014,52
8/19/2014,-116
8/19/2014,37
8/20/2014,4
8/20/2014,82
8/20/2014,767
8/20/2014,75
8/20/2014,3
8/20/2014,44
8/20/2014,41
8/20/2014,4
8/21/2014,62
8/21/2014,-4
8/21/2014,17
8/21/2014,128
8/21/2014,3
8/21/2014,4
8/21/2014,17
8/22/2014,0
8/22/2014,84
8/22/2014,-28
8/22/2014,12
8/22/2014,-15
8/22/2014,3
8/22/2014,11
8/22/2014,46
8/23/2014,102
8/23/2014,74
8/23/2014,1
8/23/2014,166
8/23/2014,-18
8/23/2014,9
8/25/2014,31
8/25/2014,3
8/25/2014,63
8/25/2014,142
8/25/2014,2
8/25/2014,6
8/25/2014,1
8/25/2014,3
8/26/2014,83
8/26/2014,13
8/26/2014,15
8/26/2014,0
8/26/2014,26
8/26/2014,2
8/26/2014,48
8/26/2014,99
8/26/2014,143
8/27/2014,13
8/27/2014,6
8/27/2014,40
8/27/2014,9
8/27/2014,2
8/27/2014,482
8/27/2014,1296
8/27/2014,70
8/28/2014,16
8/28/2014,53
8/28/2014,0
8/28/2014,35
8/28/2014,15
8/28/2014,22
8/28/2014,-12
8/28/2014,-53
8/28/2014,445
8/29/2014,37
8/29/2014,4
8/29/2014,5
8/29/2014,46
8/29/2014,-44
8/29/2014,2
8/29/2014,16
8/29/2014,17
8/29/2014,1041
8/29/2014,147
8/29/2014,4
8/29/2014,8
8/30/2014,6
8/30/2014,38
8/31/2014,65
9/1/2014,-100
9/1/2014,6
9/1/2014,26
9/1/2014,12
9/1/2014,40
9/1/2014,186
9/1/2014,-317
9/2/2014,-106
9/2/2014,6
9/2/2014,-681
9/2/2014,19
9/2/2014,220
9/2/2014,38
9/2/2014,-25
9/2/2014,8
9/3/2014,-59
9/3/2014,1898
9/3/2014,472
9/3/2014,48
9/3/2014,349
9/3/2014,-4
9/3/2014,11
9/4/2014,31
9/4/2014,18
9/4/2014,115
9/4/2014,-157
9/4/2014,55
9/4/2014,24
9/4/2014,29
9/4/2014,75
9/4/2014,29
9/4/2014,4
9/5/2014,20
9/5/2014,3
9/5/2014,5
9/5/2014,13
9/5/2014,8
9/6/2014,7
9/6/2014,4
9/6/2014,383
9/6/2014,5
9/6/2014,11
9/8/2014,68
9/8/2014,29
9/8/2014,23
9/9/2014,236
9/9/2014,-644
9/9/2014,4
9/9/2014,6
9/9/2014,9
9/9/2014,198
9/10/2014,25
9/10/2014,80
9/10/2014,41
9/10/2014,45
9/10/2014,-1
9/10/2014,67
9/10/2014,9
9/11/2014,11
9/11/2014,9
9/11/2014,44
9/11/2014,50
9/11/2014,2
9/11/2014,28
9/11/2014,53
9/11/2014,225
9/11/2014,34
9/12/2014,-12
9/12/2014,5
9/12/2014,-450
9/12/2014,-2211
9/12/2014,-31
9/12/2014,82
9/13/2014,13
9/13/2014,15
9/15/2014,3
9/15/2014,21
9/15/2014,7
9/15/2014,23
9/15/2014,2
9/15/2014,4
9/16/2014,-4
9/16/2014,69
9/16/2014,7
9/16/2014,148
9/16/2014,-100
9/16/2014,46
9/16/2014,-5
9/16/2014,283
9/16/2014,18
9/16/2014,28
9/16/2014,119
9/16/2014,180
9/16/2014,890
9/17/2014,105
9/17/2014,231
9/17/2014,-6
9/17/2014,88
9/17/2014,17
9/17/2014,10
9/18/2014,12
9/18/2014,4
9/18/2014,-1
9/18/2014,70
9/18/2014,-44
9/18/2014,74
9/19/2014,52
9/19/2014,270
9/19/2014,27
9/19/2014,14
9/19/2014,43
9/19/2014,63
9/19/2014,4
9/19/2014,6
9/20/2014,48
9/20/2014,107
9/20/2014,29
9/21/2014,0
9/22/2014,13
9/22/2014,-26
9/22/2014,27
9/23/2014,53
9/23/2014,11
9/23/2014,71
9/23/2014,54
9/23/2014,148
9/23/2014,34
9/23/2014,8
9/24/2014,-28
9/24/2014,132
9/25/2014,8
9/25/2014,0
9/25/2014,41
9/25/2014,949
9/25/2014,8
9/25/2014,95
9/25/2014,15
9/26/2014,121
9/26/2014,209
9/26/2014,223
9/26/2014,9
9/26/2014,5
9/26/2014,8
9/26/2014,-10
9/26/2014,119
9/27/2014,-125
9/27/2014,39
9/27/2014,23
9/28/2014,-4
9/29/2014,-33
9/29/2014,-145
9/29/2014,13
9/29/2014,101
9/29/2014,3
9/30/2014,6
9/30/2014,-6
9/30/2014,134
9/30/2014,16
9/30/2014,33
9/30/2014,417
10/1/2014,-1
10/1/2014,57
10/1/2014,8
10/2/2014,3
10/2/2014,-297
10/3/2014,19
10/3/2014,27
10/3/2014,21
10/5/2014,175
10/6/2014,2
10/6/2014,205
10/6/2014,10
10/7/2014,4
10/7/2014,21
10/7/2014,140
10/8/2014,0
10/8/2014,49
10/9/2014,6
10/10/2014,54
10/10/2014,0
10/10/2014,-3
10/11/2014,32
10/13/2014,6
10/13/2014,112
10/13/2014,16
10/13/2014,-396
10/13/2014,11
10/13/2014,130
10/13/2014,64
10/13/2014,-139
10/13/2014,16
10/14/2014,200
10/14/2014,-5
10/14/2014,-73
10/15/2014,6
10/15/2014,59
10/16/2014,13
10/16/2014,1
10/17/2014,14
10/17/2014,34
10/17/2014,1
10/18/2014,16
10/20/2014,28
10/20/2014,4
10/20/2014,144
10/20/2014,-24
10/20/2014,4
10/20/2014,207
10/21/2014,-187
10/21/2014,-114
10/22/2014,14
10/23/2014,2
10/23/2014,221
10/23/2014,47
10/23/2014,0
10/23/2014,14
10/24/2014,25
10/24/2014,398
10/24/2014,69
10/24/2014,5
10/24/2014,70
10/24/2014,71
10/27/2014,71
10/27/2014,8
10/28/2014,11
10/29/2014,359
10/29/2014,144
10/29/2014,9
10/30/2014,-130
10/30/2014,-153
10/30/2014,9
10/30/2014,78
10/30/2014,97
10/31/2014,-62
10/31/2014,34
10/31/2014,45
11/1/2014,-26
11/1/2014,2
11/2/2014,16
11/3/2014,12
11/3/2014,26
11/3/2014,20
11/3/2014,34
11/4/2014,232
11/4/2014,14
11/4/2014,51
11/4/2014,2
11/5/2014,4
11/5/2014,86
11/5/2014,15
11/5/2014,0
11/5/2014,3
11/6/2014,2
11/6/2014,8
11/6/2014,10
11/6/2014,49
11/6/2014,17
11/7/2014,-73
11/7/2014,8
11/7/2014,16
11/7/2014,104
11/7/2014,29
11/7/2014,73
11/7/2014,-56
11/7/2014,-224
11/7/2014,16
11/7/2014,17
11/8/2014,-67
11/8/2014,30
11/8/2014,28
11/8/2014,6
11/10/2014,15
11/10/2014,215
11/10/2014,125
11/10/2014,-69
11/10/2014,-13
11/10/2014,52
11/10/2014,5
11/10/2014,33
11/10/2014,143
11/10/2014,-167
11/11/2014,19
11/11/2014,0
11/11/2014,145
11/11/2014,24
11/11/2014,34
11/12/2014,1
11/12/2014,25
11/12/2014,589
11/12/2014,1042
11/12/2014,6
11/12/2014,-317
11/12/2014,-1
11/12/2014,-292
11/13/2014,5
11/13/2014,6
11/13/2014,-6
11/13/2014,35
11/13/2014,46
11/14/2014,21
11/14/2014,12
11/14/2014,120
11/15/2014,2
11/15/2014,22
11/15/2014,-21
11/15/2014,33
11/15/2014,7
11/16/2014,6
11/17/2014,11
11/17/2014,2
11/17/2014,-78
11/17/2014,-15
11/17/2014,13
11/17/2014,-179
11/17/2014,5
11/17/2014,-131
11/17/2014,115
11/17/2014,18
11/18/2014,46
11/18/2014,194
11/18/2014,0
11/18/2014,132
11/18/2014,49
11/18/2014,213
11/18/2014,29
11/18/2014,2
11/19/2014,266
11/19/2014,-69
11/19/2014,-6
11/19/2014,75
11/19/2014,-478
11/19/2014,80
11/20/2014,29
11/20/2014,28
11/20/2014,139
11/20/2014,228
11/20/2014,3
11/20/2014,16
11/20/2014,7
11/21/2014,-306
11/21/2014,21
11/21/2014,84
11/21/2014,30
11/21/2014,5
11/22/2014,3
11/23/2014,213
11/24/2014,17
11/24/2014,5
11/24/2014,1
11/24/2014,13
11/24/2014,107
11/24/2014,72
11/25/2014,977
11/25/2014,31
11/25/2014,11
11/25/2014,21
11/25/2014,-276
11/25/2014,-12
11/25/2014,-16
11/25/2014,-197
11/26/2014,-33
11/26/2014,-57
11/26/2014,36
11/26/2014,11
11/26/2014,-6
11/27/2014,147
11/27/2014,5
11/27/2014,12
11/27/2014,4
11/27/2014,62
11/27/2014,78
11/27/2014,18
11/28/2014,146
11/28/2014,7
11/28/2014,1141
11/28/2014,41
11/29/2014,29
11/29/2014,18
11/29/2014,59
12/1/2014,17
12/1/2014,96
12/1/2014,13
12/1/2014,3
12/2/2014,1
12/2/2014,21
12/2/2014,-10
12/2/2014,-445
12/2/2014,-6
12/2/2014,4
12/3/2014,-8
12/3/2014,-8
12/3/2014,-166
12/4/2014,11
12/4/2014,-89
12/4/2014,-16
12/4/2014,842
12/4/2014,66
12/4/2014,506
12/4/2014,-14
12/5/2014,-13
12/5/2014,-49
12/5/2014,-59
12/5/2014,-24
12/5/2014,39
12/5/2014,5
12/5/2014,99
12/6/2014,25
12/6/2014,22
12/6/2014,0
12/7/2014,-184
12/8/2014,0
12/8/2014,5
12/8/2014,0
12/8/2014,4
12/8/2014,72
12/9/2014,21
12/9/2014,15
12/9/2014,11
12/9/2014,42
12/9/2014,21
12/9/2014,-422
12/10/2014,14
12/10/2014,114
12/10/2014,0
12/10/2014,9
12/10/2014,86
12/11/2014,50
12/11/2014,1
12/12/2014,0
12/12/2014,33
12/12/2014,68
12/12/2014,2
12/12/2014,-24
12/12/2014,28
12/12/2014,-3060
12/12/2014,32
12/13/2014,19
12/13/2014,5
12/13/2014,219
12/13/2014,22
12/14/2014,46
12/15/2014,34
12/15/2014,0
12/15/2014,43
12/15/2014,324
12/15/2014,14
12/15/2014,-54
12/16/2014,-24
12/16/2014,-27
12/16/2014,-121
12/16/2014,-9
12/16/2014,-1
12/16/2014,-343
12/16/2014,47
12/16/2014,8
12/17/2014,19
12/17/2014,18
12/17/2014,59
12/17/2014,88
12/17/2014,3
12/18/2014,32
12/18/2014,3
12/18/2014,31
12/18/2014,19
12/18/2014,9
12/18/2014,56
12/19/2014,11
12/19/2014,2
12/19/2014,57
12/19/2014,5
12/19/2014,13
12/19/2014,10
12/19/2014,-198
12/19/2014,-6
12/19/2014,84
12/19/2014,80
12/20/2014,-41
12/20/2014,-6
12/22/2014,-11
12/22/2014,8
12/23/2014,-58
12/23/2014,58
12/23/2014,32
12/24/2014,5
12/24/2014,82
12/24/2014,298
12/24/2014,47
12/24/2014,48
12/24/2014,21
12/24/2014,-4
12/24/2014,20
12/25/2014,28
12/25/2014,28
12/25/2014,59
12/25/2014,852
12/25/2014,236
12/25/2014,92
12/25/2014,19
12/25/2014,10
12/25/2014,45
12/25/2014,286
12/25/2014,-12
12/26/2014,345
12/26/2014,3
12/26/2014,448
12/26/2014,15
12/26/2014,15
12/26/2014,1
12/26/2014,130
12/26/2014,35
12/26/2014,480
12/26/2014,176
12/26/2014,10
12/26/2014,1
12/27/2014,43
12/27/2014,-2
12/27/2014,24
12/27/2014,299
12/28/2014,95
12/29/2014,0
12/29/2014,-19
12/29/2014,13
12/29/2014,15
12/29/2014,21
12/29/2014,174
12/29/2014,60
12/29/2014,11
12/30/2014,-643
12/30/2014,61
12/30/2014,20
12/30/2014,2
12/30/2014,22
12/30/2014,-40
12/31/2014,-2
12/31/2014,-10
12/31/2014,8
12/31/2014,33
12/31/2014,22
12/31/2014,-61
