loan_amnt,int_rate,Term,annual_inc,emp_length,home_own,Loan_purpose,total_pymnt,Prncp_Rec,Interest_Rec,Interest_Rec,Grade
20000,13,2,70000,3,3,3,874,480,394,2,2
36000,7,1,84629,1,1,5,2203,1808,395,2,1
18000,14,2,67000,6,1,2,810,415,395,2,3
18000,14,2,75000,6,2,2,810,415,395,2,3
15000,16,2,60000,4,3,3,725,330,395,2,3
12800,20,2,70000,6,3,3,649,254,395,2,4
40000,8,2,120000,2,1,2,1484,1087,397,2,1
24000,11,2,60000,2,1,3,1008,611,397,2,2
24000,10,2,80000,3,1,3,1014,617,397,2,2
24000,11,2,180000,2,2,2,1008,611,397,2,2
15000,17,1,54000,2,3,3,1047,650,397,2,3
24000,11,1,54000,1,3,2,1008,611,397,2,2
22000,11,2,47100,3,3,2,957,560,397,2,2
24000,11,2,95000,6,3,3,1008,611,397,2,2
18000,20,2,35000,1,1,3,576,177,398,2,4
11000,23,2,58500,2,1,3,597,198,398,2,5
22200,12,2,109179,2,1,5,947,549,398,2,2
15000,22,2,46000,4,3,3,676,278,398,2,4
16000,16,2,164000,1,1,3,752,353,399,2,3
25000,10,2,89000,2,1,3,1042,643,399,2,2
25000,10,2,110000,3,1,3,1042,643,399,2,2
16000,16,2,42000,6,1,3,752,353,399,2,3
25000,10,2,75000,2,1,5,1042,643,399,2,2
25000,10,2,135000,5,1,5,1042,643,399,2,2
25000,10,2,70000,6,1,5,1042,643,399,2,2
16000,16,2,79019,4,1,5,752,353,399,2,3
15000,17,2,76000,2,3,2,723,324,399,2,3
25000,12,2,160000,1,3,3,1017,619,399,2,2
15000,17,2,52000,6,3,3,723,324,399,2,3
30800,11,1,105000,2,1,2,1852,1452,400,2,2
20000,19,2,65000,2,1,3,602,202,400,2,4
30000,12,2,55000,3,1,3,1142,742,400,2,2
10000,26,2,31000,2,3,3,566,166,400,2,5
22000,12,2,65000,5,1,2,945,544,401,2,2
23000,11,2,70000,2,1,3,1078,677,401,2,2
30000,9,2,175000,5,1,3,1203,802,401,2,1
20000,13,2,67000,6,1,3,881,480,401,2,2
30000,10,2,108000,2,1,5,1173,771,401,2,2
22000,12,2,85000,1,3,3,945,544,401,2,2
20000,13,2,58000,5,3,3,881,480,401,2,2
23000,11,2,50000,2,1,3,978,576,402,2,2
22000,10,2,89000,3,1,3,967,566,402,2,2
13800,26,2,71000,7,1,3,14202,13800,402,2,5
31200,8,2,65000,3,1,5,1250,848,402,2,1
12000,21,1,60000,1,3,1,634,232,402,2,4
22500,12,2,87000,2,1,2,960,557,403,2,2
14000,19,2,44000,2,1,2,689,286,403,2,4
14000,19,2,65000,5,1,3,689,286,403,2,4
14000,18,2,37900,3,3,2,697,293,403,2,4
15000,17,2,30000,1,3,3,930,527,403,2,3
25000,12,2,78000,2,3,3,2125,1722,403,2,2
16000,16,1,100000,3,1,2,1106,702,404,2,3
40000,6,1,110000,1,1,3,2429,2025,404,2,1
40000,6,1,100000,1,1,3,2429,2025,404,2,1
40000,6,1,125000,2,1,3,2429,2025,404,2,1
40000,6,1,300000,2,1,3,2429,2025,404,2,1
40000,6,1,150000,2,1,3,2429,2025,404,2,1
40000,6,1,155000,2,1,3,2429,2025,404,2,1
25000,10,1,78000,3,2,3,1600,1196,404,2,2
20000,17,2,47000,2,3,3,618,214,404,2,3
16500,16,2,80000,3,3,3,768,364,404,2,3
20000,13,2,56000,4,3,3,1238,835,404,2,2
32000,8,2,85000,2,1,3,1274,870,405,2,1
32000,8,2,105000,2,1,3,1274,870,405,2,1
24000,11,2,117000,5,1,3,1016,611,405,2,2
32000,8,2,110000,1,1,5,1274,870,405,2,1
30000,11,1,40400,1,3,3,1831,1427,405,2,2
24000,11,2,83000,2,3,2,1016,611,405,2,2
24000,11,2,90000,5,3,2,1016,611,405,2,2
20000,13,1,90000,6,1,5,1326,920,406,2,2
15000,17,2,95000,5,1,2,730,324,406,2,3
25000,10,2,55758,2,1,3,1071,665,406,2,2
25000,10,2,80000,4,1,3,1049,643,406,2,2
25000,10,2,121000,5,1,3,1049,643,406,2,2
25000,10,2,145000,1,1,5,1049,643,406,2,2
15000,17,2,85000,2,2,3,730,324,406,2,3
10000,25,2,126825,6,2,3,577,170,406,2,5
21000,13,2,75000,1,2,5,910,504,406,2,2
20000,13,1,74800,5,3,3,1326,920,406,2,2
25000,10,2,133000,2,3,3,1149,743,406,2,2
23000,11,1,65000,1,1,3,23407,23000,407,2,2
25000,11,2,90000,5,1,2,1043,636,407,2,2
25000,15,2,50000,2,1,3,689,282,407,2,3
16000,16,2,72000,2,1,3,759,353,407,2,3
40000,14,2,145000,6,1,3,876,470,407,2,3
26000,10,2,104500,2,3,3,1076,669,407,2,2
10000,26,2,73000,2,3,3,573,166,407,2,5
10000,26,2,57550,2,3,3,573,166,407,2,5
16000,16,2,45000,4,3,3,759,353,407,2,3
30900,11,1,85000,1,1,2,793,385,408,2,2
22000,12,2,155000,2,1,2,953,544,408,2,2
20000,13,2,135000,1,1,3,888,480,408,2,2
20000,13,2,70000,2,1,3,888,480,408,2,2
20000,13,2,115000,2,1,3,888,480,408,2,2
20000,13,2,89750,2,1,3,888,480,408,2,2
12000,22,2,85400,5,1,3,630,223,408,2,4
22000,12,2,110000,5,1,3,953,544,408,2,2
20000,13,2,175000,5,2,2,888,480,408,2,2
13000,20,2,45000,6,2,5,666,258,408,2,4
22000,12,2,65000,1,3,2,953,544,408,2,2
20000,13,2,60000,1,3,3,888,480,408,2,2
20000,13,2,58000,5,3,3,888,480,408,2,2
20000,13,2,145000,5,3,3,888,480,408,2,2
23000,11,2,70000,2,1,3,986,576,409,2,2
15000,18,2,33748,2,2,5,724,314,409,2,4
23000,11,2,118000,5,3,2,986,576,409,2,2
15000,18,2,44000,1,3,3,724,314,409,2,4
17000,15,2,76000,2,3,3,795,386,409,2,3
14000,19,2,200000,2,1,3,696,286,410,2,4
18000,14,2,52000,5,1,3,825,415,410,2,3
32000,11,2,49000,6,1,5,815,405,410,2,2
32000,8,1,109000,1,3,3,1989,1580,410,2,1
14000,19,2,62000,1,3,3,696,286,410,2,4
33000,8,2,52000,1,3,3,1307,897,410,2,1
18000,14,2,25000,2,3,3,825,415,410,2,3
19375,14,1,75000,5,1,5,1294,883,411,2,3
16000,17,2,78000,2,1,2,756,345,411,2,3
16000,17,2,36000,3,1,2,756,345,411,2,3
12875,20,2,135000,3,1,2,667,256,411,2,4
18000,15,2,52571,2,1,3,819,409,411,2,3
37000,8,2,150000,5,1,3,1416,1005,411,2,1
12500,21,2,62000,2,1,5,653,242,411,2,4
18000,15,2,45000,4,2,2,819,409,411,2,3
16000,17,2,52000,4,3,3,756,345,411,2,3
16000,17,2,25000,5,3,3,756,345,411,2,3
20000,16,2,120525,2,3,5,851,441,411,2,3
32000,8,2,135000,2,1,2,1282,870,412,2,1
20000,14,2,94000,2,1,2,884,472,412,2,3
17000,27,2,85000,3,1,2,548,136,412,2,5
20000,14,2,36008,5,1,2,884,472,412,2,3
20000,14,2,116000,1,1,3,884,472,412,2,3
20000,14,2,50000,1,1,3,884,472,412,2,3
20000,14,2,62000,2,1,3,884,472,412,2,3
20000,14,2,100000,3,1,3,884,472,412,2,3
20000,14,2,75000,3,1,3,884,472,412,2,3
23000,12,2,390000,6,1,3,981,569,412,2,2
10500,25,2,132000,1,1,5,591,179,412,2,5
24000,11,2,45000,1,3,2,1013,602,412,2,2
22500,17,2,80000,2,3,2,653,241,412,2,3
20000,14,2,40320,2,3,3,884,472,412,2,3
20000,14,2,55000,5,3,3,884,472,412,2,3
23000,12,2,104966,7,3,3,981,569,412,2,2
30000,9,1,117000,2,1,3,1881,1468,413,2,1
30000,12,2,70000,2,1,3,782,369,413,2,2
30000,9,1,60000,2,2,3,1881,1468,413,2,1
30000,9,1,127000,1,3,3,1881,1468,413,2,1
18000,19,1,78000,1,3,3,1170,756,413,2,4
30000,9,1,167700,6,3,3,1881,1468,413,2,1
15500,17,2,33000,1,3,3,747,334,413,2,3
21000,13,2,65000,1,3,5,1263,851,413,2,2
22300,12,2,75000,4,1,2,966,552,414,2,2
21000,13,2,52000,2,1,3,917,504,414,2,2
28000,16,2,150000,5,1,3,721,306,414,2,3
14400,19,2,52000,2,2,2,708,294,414,2,4
25000,11,2,60000,2,3,3,1050,636,414,2,2
25425,14,1,190000,5,1,3,1574,1159,415,2,3
27500,11,1,65000,3,1,1,1114,700,415,2,2
20000,15,2,70000,1,1,3,20415,20000,415,2,3
10000,26,2,47000,2,1,3,581,166,415,2,5
20000,13,1,52000,1,1,2,895,480,416,2,2
22400,12,2,100000,2,1,2,970,554,416,2,2
20000,13,2,65000,3,1,2,895,480,416,2,2
30000,9,2,55000,2,1,3,1218,802,416,2,1
30000,9,2,87000,2,2,3,1218,802,416,2,1
22000,12,2,99000,5,3,2,960,544,416,2,2
30000,9,2,76232,5,3,2,1218,802,416,2,1
20000,13,2,132000,2,3,3,895,480,416,2,2
20800,13,2,114000,1,1,3,916,499,417,2,2
19000,14,2,46000,2,1,3,855,438,417,2,3
15000,18,2,85000,2,1,3,731,314,417,2,4
15000,18,2,60000,2,1,3,731,314,417,2,4
22400,12,2,145000,5,1,3,970,553,417,2,2
15000,18,2,247000,1,3,3,731,314,417,2,4
14500,19,2,70000,4,3,3,713,296,417,2,4
15000,18,2,157000,7,3,3,731,314,417,2,4
32500,8,2,94000,2,1,3,1302,883,418,2,1
16000,17,2,130000,2,1,3,764,345,418,2,3
16000,17,2,65000,2,3,2,764,345,418,2,3
14000,19,2,50000,3,3,2,703,286,418,2,4
20100,13,2,84000,1,3,3,900,482,418,2,2
18000,15,2,183000,1,3,3,827,409,418,2,3
14000,19,2,62000,3,3,3,703,286,418,2,4
32000,8,2,140000,2,1,2,1289,870,419,2,1
20000,14,2,72000,2,1,3,892,472,419,2,3
20000,14,2,105000,2,1,3,892,472,419,2,3
20000,14,2,95000,2,1,3,892,472,419,2,3
20000,14,2,62000,6,1,3,892,472,419,2,3
20000,14,2,125000,2,1,5,891,472,419,2,3
32000,8,2,85000,2,2,2,1289,870,419,2,1
20000,14,2,150000,2,2,3,892,472,419,2,3
25000,11,1,110000,2,3,3,1608,1189,419,2,2
20000,14,2,75000,5,3,3,892,472,419,2,3
20000,14,2,75000,6,3,5,892,472,419,2,3
10325,25,1,58000,3,3,1,596,176,420,2,5
13000,21,2,120000,1,3,3,672,251,420,2,4
21000,13,2,85000,2,1,2,925,504,421,2,2
15000,18,2,30000,1,3,3,1246,826,421,2,4
21000,13,2,80000,2,3,3,925,504,421,2,2
18500,14,2,41000,6,3,3,848,426,421,2,3
25000,11,2,180000,5,1,3,1058,636,422,2,2
25000,11,2,75000,6,1,3,1058,636,422,2,2
34000,8,2,94000,1,3,3,1346,924,422,2,1
25000,11,2,85000,3,3,3,1058,636,422,2,2
25000,11,2,75000,5,3,3,1058,636,422,2,2
10000,27,2,45000,6,3,3,584,161,422,2,5
28000,13,2,80000,6,3,5,1093,671,422,2,2
22000,12,2,125000,2,1,2,967,544,423,2,2
27000,10,2,67000,6,1,2,1142,719,423,2,2
12000,22,2,100000,5,1,3,645,223,423,2,4
20700,13,2,110000,5,1,3,919,496,423,2,2
22400,12,2,97000,2,1,5,977,554,423,2,2
12000,22,1,65000,1,2,2,645,223,423,2,4
18000,15,1,58000,5,3,3,1226,803,423,2,3
25000,11,2,71309,4,3,2,1058,635,423,2,2
18700,16,2,50000,5,3,3,2452,2030,423,2,3
20700,13,2,30000,5,3,3,919,496,423,2,2
20000,14,1,98500,2,1,3,1336,912,424,2,3
20000,14,1,32000,3,1,3,1336,912,424,2,3
15000,18,2,65000,2,1,2,739,314,424,2,4
35000,12,2,105000,2,1,3,855,431,424,2,2
15000,18,2,185000,5,1,3,739,314,424,2,4
20000,14,1,68000,3,3,2,1336,912,424,2,3
15000,18,2,65000,6,3,2,739,314,424,2,4
15000,18,2,45000,4,3,3,739,314,424,2,4
33000,8,2,65000,1,1,2,1322,897,425,2,1
18725,14,2,250000,5,1,3,858,432,426,2,3
18000,15,2,133000,1,1,5,834,409,426,2,3
23800,12,2,55000,2,1,5,1015,589,426,2,2
21600,13,2,68000,5,1,5,944,518,426,2,2
16000,17,2,32000,3,3,3,771,345,426,2,3
20000,14,2,187000,2,1,2,899,472,427,2,3
20000,14,2,100100,2,1,2,899,472,427,2,3
23000,12,2,55000,5,1,2,996,569,427,2,2
20000,14,2,150000,2,1,3,899,472,427,2,3
20000,14,2,72000,6,1,3,899,472,427,2,3
30000,8,2,170000,7,1,3,1243,815,427,2,1
23000,12,2,54000,2,2,2,996,569,427,2,2
20000,14,2,37500,5,2,3,899,472,427,2,3
17000,17,1,58000,5,3,3,1163,737,427,2,3
19500,14,2,82214,2,1,3,878,449,428,2,3
13000,21,2,39000,4,1,3,679,251,428,2,4
15000,16,2,50000,6,1,3,759,330,428,2,3
15000,17,2,83000,5,1,5,751,324,428,2,3
25000,11,2,34000,3,1,3,1065,636,429,2,2
25000,11,1,86000,1,1,2,1056,627,429,2,2
25000,11,2,65000,1,1,2,1065,636,429,2,2
21000,13,2,125000,2,1,3,932,504,429,2,2
21000,13,2,79000,2,1,3,932,504,429,2,2
25000,11,2,65000,3,1,3,1065,636,429,2,2
25000,11,2,88000,4,3,3,1056,627,429,2,2
24000,12,1,110000,1,1,2,1024,594,430,2,2
24000,12,2,120000,1,1,3,1024,594,430,2,2
25000,12,2,62000,2,1,3,1250,820,430,2,2
10000,27,2,28800,1,1,5,591,161,430,2,5
12000,22,2,41000,5,2,3,653,223,430,2,4
20000,14,2,53000,1,1,2,984,554,431,2,3
27000,10,2,65000,2,1,3,1125,694,431,2,2
25000,15,2,85000,2,1,3,1312,882,431,2,3
27000,10,2,86000,5,3,2,1125,694,431,2,2
15000,19,2,43600,5,1,2,738,306,432,2,4
15000,19,2,60000,1,1,3,738,305,432,2,4
15000,19,2,85000,1,1,3,738,306,432,2,4
14000,20,2,102000,5,1,3,710,278,432,2,4
22100,11,2,250000,5,1,3,994,563,432,2,2
17000,16,2,75000,5,1,3,807,375,432,2,3
21000,14,2,78000,2,2,3,928,496,432,2,3
15000,19,2,60000,7,2,3,738,306,432,2,4
15000,18,2,52000,1,3,3,746,314,432,2,4
15000,18,2,65000,2,3,3,746,314,432,2,4
15000,18,2,85000,6,3,3,746,314,432,2,4
14000,20,2,60000,6,3,5,710,278,432,2,4
16000,17,2,38000,2,1,2,779,345,433,2,3
14500,19,2,72000,2,1,3,728,296,433,2,4
40000,12,1,60000,5,3,4,1364,931,433,2,2
40000,8,2,167558,2,3,2,1520,1087,433,2,1
16000,17,2,70000,1,3,3,779,345,433,2,3
16000,17,2,120000,1,3,3,779,345,433,2,3
16000,17,2,56000,2,3,3,779,345,433,2,3
19000,15,2,65000,3,3,3,865,431,433,2,3
18900,13,2,119000,2,1,3,887,453,434,2,2
20000,14,2,70000,2,1,3,907,472,434,2,3
20000,14,2,128000,2,1,3,907,472,434,2,3
23000,12,2,225000,3,1,5,1004,569,434,2,2
20000,14,2,104000,3,3,3,907,472,434,2,3
35000,8,2,85000,2,1,3,1386,951,435,2,1
34625,16,2,137500,2,1,3,814,379,435,2,3
35000,8,2,130000,5,1,3,1386,951,435,2,1
35000,8,2,75000,6,1,3,1386,951,435,2,1
25000,11,1,70000,1,1,2,1073,636,436,2,2
40000,10,2,131000,3,1,3,948,512,436,2,2
21000,13,2,55000,1,3,5,940,504,436,2,2
16000,23,1,140000,2,1,2,748,311,437,2,5
25000,11,2,78000,2,1,2,1063,627,437,2,2
25000,11,2,60000,2,1,2,1063,627,437,2,2
16000,18,2,180000,1,1,3,772,335,437,2,4
25000,11,2,75000,2,1,3,1063,627,437,2,2
19200,14,2,95000,3,1,3,880,443,437,2,3
16000,18,2,100000,5,1,3,772,335,437,2,4
25000,11,2,32640,2,3,2,1063,627,437,2,2
22775,12,2,80000,5,1,3,1001,564,438,2,2
26000,11,2,65000,5,1,3,1580,1142,438,2,2
26000,11,2,175000,1,1,5,1100,662,438,2,2
10000,27,2,80000,2,1,5,599,161,438,2,5
24000,12,2,75000,3,2,2,1031,594,438,2,2
24000,12,2,67000,1,2,3,1031,594,438,2,2
35000,15,1,76000,6,3,3,1214,776,438,2,3
24000,12,2,140000,1,3,2,1031,594,438,2,2
25000,13,2,81000,1,3,3,1038,600,438,2,2
40000,7,1,155000,5,1,3,2448,2009,439,2,1
28000,10,2,90000,2,1,2,1159,720,439,2,2
20000,14,2,67000,2,1,2,900,461,439,2,3
20000,14,2,80000,1,1,3,900,461,439,2,3
20000,14,2,50000,2,1,3,900,461,439,2,3
17600,16,2,30115,2,1,3,827,388,439,2,3
14000,20,2,100000,2,1,3,717,278,439,2,4
27000,10,2,340000,7,1,3,1133,694,439,2,2
40000,7,1,175000,1,2,5,2448,2009,439,2,1
28000,10,2,84500,4,2,5,1159,720,439,2,2
28000,10,2,57000,2,3,2,1159,720,439,2,2
20000,14,2,115000,6,3,2,900,461,439,2,3
17000,16,2,73850,5,1,3,814,375,440,2,3
15000,19,2,35000,2,1,5,746,306,440,2,4
12000,23,1,70000,2,3,3,911,471,440,2,5
22325,13,2,42000,5,3,2,975,535,440,2,2
18925,15,2,50000,4,3,3,869,430,440,2,3
12500,22,2,45900,6,3,3,672,232,440,2,4
33000,9,2,110000,2,1,3,1324,883,441,2,1
22000,13,2,30000,5,1,3,969,528,441,2,2
22000,13,2,39000,6,3,2,969,528,441,2,2
28000,13,2,118500,2,1,3,28442,28000,442,2,2
21650,13,1,40000,1,3,1,961,519,442,2,2
35000,8,2,85000,2,1,2,1394,951,443,2,1
32000,9,2,123000,5,1,2,1299,856,443,2,1
35000,8,2,125000,2,1,3,1394,951,443,2,1
14850,19,2,65894,2,1,3,746,303,443,2,4
12000,23,2,80000,2,1,3,659,216,443,2,5
32000,9,2,100000,3,1,3,1299,856,443,2,1
35000,8,2,140000,5,1,3,1394,951,443,2,1
12000,23,2,73000,1,3,3,659,216,443,2,5
12000,23,2,55000,5,3,5,659,216,443,2,5
13000,20,2,67000,5,1,3,702,258,444,2,4
27350,10,2,110000,2,1,5,1148,703,444,2,2
24000,12,2,109000,2,1,2,1039,594,445,2,2
24000,12,2,141700,2,1,3,1039,594,445,2,2
16000,18,2,90500,3,1,3,780,335,445,2,4
24000,12,2,170000,5,1,3,1039,594,445,2,2
25000,15,2,120000,5,1,3,1013,568,445,2,3
24000,12,2,100000,3,1,5,1039,594,445,2,2
19200,14,2,70000,2,2,2,887,443,445,2,3
16000,18,2,43000,2,2,3,780,335,445,2,4
16000,18,2,48000,2,2,3,780,335,445,2,4
15000,19,1,56000,5,3,2,1075,630,445,2,4
20000,14,1,114000,1,3,3,1344,899,445,2,3
24000,12,2,115000,3,3,2,1039,594,445,2,2
25000,11,2,42000,3,3,2,1071,627,445,2,2
12000,24,2,45000,1,3,3,655,210,445,2,5
16000,18,2,65000,1,3,3,780,335,445,2,4
16000,18,2,130000,2,3,3,780,335,445,2,4
15000,20,2,62000,5,3,2,744,298,446,2,4
26000,11,2,180000,2,3,3,1108,662,446,2,2
20000,14,2,80000,1,1,2,908,461,447,2,3
20000,14,2,60000,1,1,3,908,461,447,2,3
20000,22,2,64728,1,1,3,631,184,447,2,4
15000,19,2,165000,2,1,3,754,306,447,2,4
28000,10,2,118000,3,1,3,1167,720,447,2,2
20000,14,2,60000,6,1,3,908,461,447,2,3
16800,17,2,400000,2,1,5,810,363,447,2,3
36575,17,2,83000,2,2,3,839,392,447,2,3
27000,11,1,42000,1,3,2,1134,687,447,2,2
20000,14,2,72000,1,3,3,908,461,447,2,3
20000,14,2,30000,1,3,3,908,461,447,2,3
20000,14,2,100000,4,3,3,908,461,447,2,3
35000,8,1,325000,2,1,2,2176,1728,448,2,1
35000,8,1,126000,1,1,3,2176,1728,448,2,1
21000,14,2,87600,2,1,2,944,496,448,2,3
25000,12,2,89000,2,1,3,1066,619,448,2,2
25000,12,2,95000,2,1,3,1066,619,448,2,2
25000,12,2,205000,5,1,3,1066,619,448,2,2
25000,12,2,185000,6,1,3,1066,619,448,2,2
25000,12,2,65000,2,1,5,1066,619,448,2,2
35000,8,1,80000,7,2,5,2176,1728,448,2,1
25000,12,2,80000,4,2,5,1066,619,448,2,2
25000,12,2,55000,2,3,2,1066,619,448,2,2
25000,12,2,85550,6,3,2,1066,619,448,2,2
25000,12,2,87000,1,3,3,1066,619,448,2,2
13225,22,2,46000,1,1,3,695,245,449,2,4
22000,13,2,65000,2,1,3,977,528,449,2,2
22000,13,2,152000,2,1,3,977,528,449,2,2
21600,13,2,75000,6,1,3,967,518,449,2,2
22000,13,2,55000,1,3,3,977,528,449,2,2
17000,20,2,85000,2,1,3,787,338,450,2,4
13000,22,2,225000,2,1,5,691,241,450,2,4
27650,11,2,90450,5,3,3,1153,704,450,2,2
35000,8,2,120000,2,1,2,1402,951,451,2,1
35000,8,2,78000,2,1,3,1402,951,451,2,1
35000,8,2,81800,6,1,3,1402,951,451,2,1
21500,14,2,35000,5,1,5,958,508,451,2,3
35000,8,2,224000,1,2,3,1402,951,451,2,1
12325,23,1,120500,4,1,5,935,483,452,2,5
40000,8,2,130000,5,1,3,40452,40000,452,2,1
12600,22,2,67812,2,3,3,685,234,452,2,4
12000,27,2,58000,2,3,3,646,194,452,2,5
19500,14,2,72000,5,3,3,901,449,452,2,3
20000,14,1,175000,2,1,5,1352,899,453,2,3
16000,18,1,140000,2,1,1,788,335,453,2,4
36500,8,2,120000,2,1,3,1445,992,453,2,1
16000,18,2,51000,5,1,3,788,335,453,2,4
21250,14,2,161000,5,3,2,955,502,453,2,3
16000,18,2,35000,3,3,3,788,335,453,2,4
26000,11,1,100000,1,1,2,1106,652,454,2,2
15000,20,2,142000,2,1,2,752,298,454,2,4
15000,20,2,125000,2,1,3,752,298,454,2,4
27000,10,2,60000,3,1,3,1148,694,454,2,2
15000,20,2,80000,4,3,3,752,298,454,2,4
18000,16,1,38211,5,1,2,1244,789,455,2,3
18000,16,1,180000,2,1,3,1244,789,455,2,3
20000,14,1,63835,1,1,2,916,461,455,2,3
20000,14,2,110000,3,1,2,916,461,455,2,3
28000,11,2,75000,4,1,2,1168,713,455,2,2
28000,11,2,55000,4,1,2,1168,713,455,2,2
20000,14,2,41600,1,1,3,916,461,455,2,3
20000,14,2,60000,1,1,3,916,461,455,2,3
24975,12,2,193000,5,1,5,1073,618,455,2,2
15000,19,2,180000,1,2,5,761,306,455,2,4
18000,16,1,58300,1,3,3,1244,789,455,2,3
15000,19,2,40320,5,3,2,761,306,455,2,4
20000,14,2,80000,5,3,2,916,461,455,2,3
20000,14,2,60000,1,3,3,916,461,455,2,3
20000,14,2,60000,2,3,3,916,461,455,2,3
15000,19,2,40000,5,3,5,761,306,455,2,4
25000,12,2,88000,2,1,2,1074,619,456,2,2
25000,12,2,57000,3,1,2,1074,619,456,2,2
15000,19,2,70000,6,1,2,761,305,456,2,4
25000,12,2,125000,1,1,3,1074,619,456,2,2
20000,15,2,84000,1,1,3,910,454,456,2,3
20000,15,2,91000,1,1,3,910,454,456,2,3
20000,15,2,75000,1,1,3,910,454,456,2,3
25000,12,2,125000,2,1,3,1074,619,456,2,2
20000,15,2,60000,2,1,3,910,454,456,2,3
20000,15,2,150000,4,1,3,910,454,456,2,3
25000,12,2,110000,5,1,3,1074,619,456,2,2
20000,15,2,74000,5,1,3,910,454,456,2,3
25000,12,2,85000,5,1,5,1074,619,456,2,2
25000,12,2,84000,2,2,2,1074,619,456,2,2
25000,12,2,80000,1,2,3,1074,619,456,2,2
25000,12,2,72000,1,3,3,1074,619,456,2,2
13000,22,1,39000,6,1,1,699,241,458,2,4
25550,12,2,255000,7,1,2,1090,632,458,2,2
24675,12,2,156083,2,1,3,1069,611,458,2,2
13000,22,2,32000,3,3,3,699,241,458,2,4
35000,8,2,79000,2,1,3,1410,951,459,2,1
35000,8,2,173000,2,1,3,1410,951,459,2,1
15400,19,2,56810,1,3,3,774,314,459,2,4
19800,14,2,144000,3,3,3,915,456,459,2,3
20125,15,2,128000,4,3,3,916,457,459,2,3
16000,19,2,120000,2,1,3,787,327,460,2,4
37000,8,2,66000,5,1,3,1465,1006,460,2,1
25000,16,2,160000,2,2,3,733,274,460,2,3
16000,19,2,73122,4,3,2,787,327,460,2,4
16000,19,2,72000,2,3,3,787,327,460,2,4
17600,17,2,90000,6,3,3,840,380,460,2,3
12000,24,2,150000,3,1,2,671,210,461,2,5
25000,12,1,160000,1,3,2,1631,1170,461,2,2
14000,21,2,100000,4,3,2,731,271,461,2,4
23000,13,2,175000,2,3,3,1013,552,461,2,2
23000,13,2,85000,1,3,5,1013,552,461,2,2
18000,17,1,66000,2,1,1,851,388,462,2,3
12000,25,2,160000,2,1,3,667,205,462,2,5
21800,27,1,71000,4,2,3,860,398,462,2,5
19200,15,2,65000,5,2,5,898,436,462,2,3
15000,20,2,60000,1,3,3,767,305,462,2,4
22825,13,2,155000,5,3,3,3222,2760,462,2,2
18500,16,2,53000,5,3,3,869,408,462,2,3
12000,25,2,35000,6,3,3,667,205,462,2,5
20000,14,2,105000,2,1,2,924,461,463,2,3
20000,14,2,90000,4,1,2,924,461,463,2,3
20000,14,2,47000,2,1,3,924,461,463,2,3
13500,18,2,67500,2,1,3,746,283,463,2,4
20000,14,2,91000,5,1,3,924,461,463,2,3
20000,14,2,63000,5,1,3,924,461,463,2,3
20000,14,2,130000,3,1,5,924,461,463,2,3
34000,9,2,118000,2,3,2,1372,909,463,2,1
25000,12,2,70000,6,1,2,1083,619,464,2,2
25000,12,2,72000,6,1,2,1083,619,464,2,2
20000,15,2,58000,2,1,3,919,454,464,2,3
20000,15,2,70000,2,1,3,919,454,464,2,3
20000,15,2,120000,2,1,3,919,454,464,2,3
16000,16,2,64100,4,1,3,816,353,464,2,3
36000,8,2,80000,3,1,5,1442,978,464,2,1
25000,12,2,32500,3,1,5,1083,619,464,2,2
36000,8,2,79992,1,1,5,1442,978,464,2,1
25000,12,2,150000,6,2,2,1083,619,464,2,2
25000,12,2,50000,1,2,3,1083,619,464,2,2
15500,17,2,47500,2,3,2,798,334,464,2,3
25000,12,2,72000,5,3,2,1083,619,464,2,2
25000,12,2,65000,1,3,3,1083,619,464,2,2
20000,15,2,104000,2,3,3,919,454,464,2,3
20000,15,2,75000,5,3,3,919,454,464,2,3
25000,12,2,90000,5,3,3,1083,619,464,2,2
20000,15,2,65000,5,3,3,919,454,464,2,3
20000,15,2,65000,5,3,3,919,454,464,2,3
17000,18,2,89000,6,3,3,820,356,464,2,4
18000,16,2,60000,5,1,5,862,397,465,2,3
25000,12,2,89000,2,3,5,1083,618,465,2,2
13675,22,2,93500,2,3,5,718,254,465,2,4
32000,17,2,105000,2,1,3,809,343,466,2,3
14000,18,2,40000,3,1,3,759,293,466,2,4
26250,11,2,48000,5,1,3,1134,668,466,2,2
25000,13,2,81500,6,1,3,1065,599,466,2,2
22950,13,1,100000,5,3,3,1521,1055,466,2,2
17000,15,2,98000,2,3,2,852,386,466,2,3
15000,20,1,82038,2,1,3,1089,621,468,2,4
26000,12,2,120000,2,1,2,1951,1482,468,2,2
37000,8,2,100000,2,1,3,1474,1006,468,2,1
25200,12,2,75000,2,1,3,1091,623,468,2,2
19800,15,2,51000,2,1,3,918,450,468,2,3
23350,13,2,165000,2,3,2,1028,560,468,2,2
37800,8,2,96000,2,1,2,1497,1027,469,2,1
28000,14,2,54000,4,1,3,1114,645,469,2,3
28000,11,1,65000,5,3,2,1801,1332,469,2,2
20000,15,1,260000,1,1,3,1362,892,470,2,3
20000,15,1,102000,2,1,3,1362,892,470,2,3
20000,15,1,224000,3,1,3,1362,892,470,2,3
35000,12,2,125000,2,1,3,901,431,470,2,2
21000,14,2,55000,5,1,3,954,484,470,2,3
